"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHN","PPP","TOT","NATUSD","A","2010",3.329232,
"CHN","PPP","TOT","NATUSD","A","2011",3.524468,
"CHN","PPP","TOT","NATUSD","A","2012",3.560968,
"CHN","PPP","TOT","NATUSD","A","2013",3.663645,
"CHN","PPP","TOT","NATUSD","A","2014",3.75885,
"CHN","PPP","TOT","NATUSD","A","2015",3.870697,
"CHN","PPP","TOT","NATUSD","A","2016",3.988837,
"CHN","PPP","TOT","NATUSD","A","2017",4.183811,
"CHN","PPP","TOT","NATUSD","A","2018",4.228704,
"CHN","PPP","TOT","NATUSD","A","2019",4.208027,
"CHN","PPP","TOT","NATUSD","A","2020",4.185602,
"COL","PPP","TOT","NATUSD","A","2000",742.410525,
"COL","PPP","TOT","NATUSD","A","2001",779.346527,
"COL","PPP","TOT","NATUSD","A","2002",819.000018,
"COL","PPP","TOT","NATUSD","A","2003",879.164212,
"COL","PPP","TOT","NATUSD","A","2004",923.162335,
"COL","PPP","TOT","NATUSD","A","2005",961.4875,
"COL","PPP","TOT","NATUSD","A","2006",987.445252,
"COL","PPP","TOT","NATUSD","A","2007",1011.636827,
"COL","PPP","TOT","NATUSD","A","2008",1068.519965,
"COL","PPP","TOT","NATUSD","A","2009",1103.534382,
"COL","PPP","TOT","NATUSD","A","2010",1132.327837,
"COL","PPP","TOT","NATUSD","A","2011",1179.998238,
"COL","PPP","TOT","NATUSD","A","2012",1215.696024,
"COL","PPP","TOT","NATUSD","A","2013",1218.821028,
"COL","PPP","TOT","NATUSD","A","2014",1232.8894,
"COL","PPP","TOT","NATUSD","A","2015",1289.323671,
"COL","PPP","TOT","NATUSD","A","2016",1298.142605,
"COL","PPP","TOT","NATUSD","A","2017",1328.016627,
"COL","PPP","TOT","NATUSD","A","2018",1285.024217,
"COL","PPP","TOT","NATUSD","A","2019",1311.950979,
"COL","PPP","TOT","NATUSD","A","2020",1258.209373,
"EST","PPP","TOT","NATUSD","A","2000",0.46892,
"EST","PPP","TOT","NATUSD","A","2001",0.488013,
"EST","PPP","TOT","NATUSD","A","2002",0.486245,
"EST","PPP","TOT","NATUSD","A","2003",0.485772,
"EST","PPP","TOT","NATUSD","A","2004",0.493649,
"EST","PPP","TOT","NATUSD","A","2005",0.503328,
"EST","PPP","TOT","NATUSD","A","2006",0.520791,
"EST","PPP","TOT","NATUSD","A","2007",0.551182,
"EST","PPP","TOT","NATUSD","A","2008",0.545055,
"EST","PPP","TOT","NATUSD","A","2009",0.51712,
"EST","PPP","TOT","NATUSD","A","2010",0.512097,
"EST","PPP","TOT","NATUSD","A","2011",0.5116,
"EST","PPP","TOT","NATUSD","A","2012",0.521063,
"EST","PPP","TOT","NATUSD","A","2013",0.522424,
"EST","PPP","TOT","NATUSD","A","2014",0.52689,
"EST","PPP","TOT","NATUSD","A","2015",0.53758,
"EST","PPP","TOT","NATUSD","A","2016",0.527849,
"EST","PPP","TOT","NATUSD","A","2017",0.534908,
"EST","PPP","TOT","NATUSD","A","2018",0.539361,
"EST","PPP","TOT","NATUSD","A","2019",0.551589,
"EST","PPP","TOT","NATUSD","A","2020",0.535092,
"IND","PPP","TOT","NATUSD","A","2000",9.664333,
"IND","PPP","TOT","NATUSD","A","2001",9.761001,
"IND","PPP","TOT","NATUSD","A","2002",9.966049,
"IND","PPP","TOT","NATUSD","A","2003",10.162783,
"IND","PPP","TOT","NATUSD","A","2004",10.46296,
"IND","PPP","TOT","NATUSD","A","2005",10.717338,
"IND","PPP","TOT","NATUSD","A","2006",11.276447,
"IND","PPP","TOT","NATUSD","A","2007",11.744052,
"IND","PPP","TOT","NATUSD","A","2008",12.579117,
"IND","PPP","TOT","NATUSD","A","2009",13.362861,
"IND","PPP","TOT","NATUSD","A","2010",14.599321,
"IND","PPP","TOT","NATUSD","A","2011",15.549549,
"IND","PPP","TOT","NATUSD","A","2012",16.160835,
"IND","PPP","TOT","NATUSD","A","2013",17.342325,
"IND","PPP","TOT","NATUSD","A","2014",18.386549,
"IND","PPP","TOT","NATUSD","A","2015",19.235003,
"IND","PPP","TOT","NATUSD","A","2016",19.898727,
"IND","PPP","TOT","NATUSD","A","2017",20.647793,
"IND","PPP","TOT","NATUSD","A","2018",20.917234,
"IND","PPP","TOT","NATUSD","A","2019",21.283205,
"IND","PPP","TOT","NATUSD","A","2020",21.989558,
"IDN","PPP","TOT","NATUSD","A","2000",1385.047058,
"IDN","PPP","TOT","NATUSD","A","2001",1549.071713,
"IDN","PPP","TOT","NATUSD","A","2002",1614.862484,
"IDN","PPP","TOT","NATUSD","A","2003",1672.418515,
"IDN","PPP","TOT","NATUSD","A","2004",1767.828756,
"IDN","PPP","TOT","NATUSD","A","2005",1960.133191,
"IDN","PPP","TOT","NATUSD","A","2006",2170.579301,
"IDN","PPP","TOT","NATUSD","A","2007",2351.780298,
"IDN","PPP","TOT","NATUSD","A","2008",2725.605947,
"IDN","PPP","TOT","NATUSD","A","2009",2928.815268,
"IDN","PPP","TOT","NATUSD","A","2010",3336.993892,
"IDN","PPP","TOT","NATUSD","A","2011",3512.753906,
"IDN","PPP","TOT","NATUSD","A","2012",3569.892578,
"IDN","PPP","TOT","NATUSD","A","2013",3765.671875,
"IDN","PPP","TOT","NATUSD","A","2014",4030.774658,
"IDN","PPP","TOT","NATUSD","A","2015",4353.327148,
"IDN","PPP","TOT","NATUSD","A","2016",4518.104004,
"IDN","PPP","TOT","NATUSD","A","2017",4695.658691,
"IDN","PPP","TOT","NATUSD","A","2018",4760.651784,
"IDN","PPP","TOT","NATUSD","A","2019",4751.935742,
"IDN","PPP","TOT","NATUSD","A","2020",4673.649339,
"ISR","PPP","TOT","NATUSD","A","2000",3.441675,
"ISR","PPP","TOT","NATUSD","A","2001",3.425348,
"ISR","PPP","TOT","NATUSD","A","2002",3.462676,
"ISR","PPP","TOT","NATUSD","A","2003",3.627071,
"ISR","PPP","TOT","NATUSD","A","2004",3.535789,
"ISR","PPP","TOT","NATUSD","A","2005",3.716937,
"ISR","PPP","TOT","NATUSD","A","2006",3.788703,
"ISR","PPP","TOT","NATUSD","A","2007",3.725767,
"ISR","PPP","TOT","NATUSD","A","2008",3.867205,
"ISR","PPP","TOT","NATUSD","A","2009",3.977921,
"ISR","PPP","TOT","NATUSD","A","2010",3.990484,
"ISR","PPP","TOT","NATUSD","A","2011",3.944763,
"ISR","PPP","TOT","NATUSD","A","2012",3.955358,
"ISR","PPP","TOT","NATUSD","A","2013",3.839566,
"ISR","PPP","TOT","NATUSD","A","2014",3.940387,
"ISR","PPP","TOT","NATUSD","A","2015",3.923925,
"ISR","PPP","TOT","NATUSD","A","2016",3.788511,
"ISR","PPP","TOT","NATUSD","A","2017",3.751633,
"ISR","PPP","TOT","NATUSD","A","2018",3.750687,
"ISR","PPP","TOT","NATUSD","A","2019",3.854333,
"ISR","PPP","TOT","NATUSD","A","2020",3.787956,
"RUS","PPP","TOT","NATUSD","A","2000",7.301404,
"RUS","PPP","TOT","NATUSD","A","2001",8.322817,
"RUS","PPP","TOT","NATUSD","A","2002",9.273504,
"RUS","PPP","TOT","NATUSD","A","2003",9.866787,
"RUS","PPP","TOT","NATUSD","A","2004",11.556843,
"RUS","PPP","TOT","NATUSD","A","2005",12.736131,
"RUS","PPP","TOT","NATUSD","A","2006",12.618288,
"RUS","PPP","TOT","NATUSD","A","2007",13.984503,
"RUS","PPP","TOT","NATUSD","A","2008",14.341196,
"RUS","PPP","TOT","NATUSD","A","2009",14.016913,
"RUS","PPP","TOT","NATUSD","A","2010",15.821142,
"RUS","PPP","TOT","NATUSD","A","2011",18.443729,
"RUS","PPP","TOT","NATUSD","A","2012",19.56826,
"RUS","PPP","TOT","NATUSD","A","2013",19.505592,
"RUS","PPP","TOT","NATUSD","A","2014",20.998875,
"RUS","PPP","TOT","NATUSD","A","2015",23.562632,
"RUS","PPP","TOT","NATUSD","A","2016",24.192337,
"RUS","PPP","TOT","NATUSD","A","2017",24.124181,
"RUS","PPP","TOT","NATUSD","A","2018",24.361864,
"RUS","PPP","TOT","NATUSD","A","2019",24.723269,
"RUS","PPP","TOT","NATUSD","A","2020",24.501675,
"SVN","PPP","TOT","NATUSD","A","2000",0.526578,
"SVN","PPP","TOT","NATUSD","A","2001",0.560264,
"SVN","PPP","TOT","NATUSD","A","2002",0.583286,
"SVN","PPP","TOT","NATUSD","A","2003",0.607891,
"SVN","PPP","TOT","NATUSD","A","2004",0.607829,
"SVN","PPP","TOT","NATUSD","A","2005",0.610135,
"SVN","PPP","TOT","NATUSD","A","2006",0.609683,
"SVN","PPP","TOT","NATUSD","A","2007",0.630365,
"SVN","PPP","TOT","NATUSD","A","2008",0.633789,
"SVN","PPP","TOT","NATUSD","A","2009",0.645474,
"SVN","PPP","TOT","NATUSD","A","2010",0.6379,
"SVN","PPP","TOT","NATUSD","A","2011",0.62397,
"SVN","PPP","TOT","NATUSD","A","2012",0.606793,
"SVN","PPP","TOT","NATUSD","A","2013",0.590407,
"SVN","PPP","TOT","NATUSD","A","2014",0.591238,
"SVN","PPP","TOT","NATUSD","A","2015",0.595298,
"SVN","PPP","TOT","NATUSD","A","2016",0.577106,
"SVN","PPP","TOT","NATUSD","A","2017",0.570149,
"SVN","PPP","TOT","NATUSD","A","2018",0.568248,
"SVN","PPP","TOT","NATUSD","A","2019",0.569189,
"SVN","PPP","TOT","NATUSD","A","2020",0.560635,
"ZAF","PPP","TOT","NATUSD","A","2000",2.727774,
"ZAF","PPP","TOT","NATUSD","A","2001",2.873205,
"ZAF","PPP","TOT","NATUSD","A","2002",3.173687,
"ZAF","PPP","TOT","NATUSD","A","2003",3.296341,
"ZAF","PPP","TOT","NATUSD","A","2004",3.419435,
"ZAF","PPP","TOT","NATUSD","A","2005",3.49684,
"ZAF","PPP","TOT","NATUSD","A","2006",3.606437,
"ZAF","PPP","TOT","NATUSD","A","2007",3.822892,
"ZAF","PPP","TOT","NATUSD","A","2008",4.081128,
"ZAF","PPP","TOT","NATUSD","A","2009",4.354202,
"ZAF","PPP","TOT","NATUSD","A","2010",4.577401,
"ZAF","PPP","TOT","NATUSD","A","2011",4.776628,
"ZAF","PPP","TOT","NATUSD","A","2012",5.107817,
"ZAF","PPP","TOT","NATUSD","A","2013",5.295738,
"ZAF","PPP","TOT","NATUSD","A","2014",5.571891,
"ZAF","PPP","TOT","NATUSD","A","2015",5.825256,
"ZAF","PPP","TOT","NATUSD","A","2016",6.159093,
"ZAF","PPP","TOT","NATUSD","A","2017",6.426701,
"ZAF","PPP","TOT","NATUSD","A","2018",6.521818,
"ZAF","PPP","TOT","NATUSD","A","2019",6.665092,
"ZAF","PPP","TOT","NATUSD","A","2020",6.933438,
"LVA","PPP","TOT","NATUSD","A","2000",0.360855,
"LVA","PPP","TOT","NATUSD","A","2001",0.353427,
"LVA","PPP","TOT","NATUSD","A","2002",0.360954,
"LVA","PPP","TOT","NATUSD","A","2003",0.378228,
"LVA","PPP","TOT","NATUSD","A","2004",0.399336,
"LVA","PPP","TOT","NATUSD","A","2005",0.438594,
"LVA","PPP","TOT","NATUSD","A","2006",0.488891,
"LVA","PPP","TOT","NATUSD","A","2007",0.565807,
"LVA","PPP","TOT","NATUSD","A","2008",0.575542,
"LVA","PPP","TOT","NATUSD","A","2009",0.52113,
"LVA","PPP","TOT","NATUSD","A","2010",0.487006,
"LVA","PPP","TOT","NATUSD","A","2011",0.498506,
"LVA","PPP","TOT","NATUSD","A","2012",0.506203,
"LVA","PPP","TOT","NATUSD","A","2013",0.499271,
"LVA","PPP","TOT","NATUSD","A","2014",0.497558,
"LVA","PPP","TOT","NATUSD","A","2015",0.497569,
"LVA","PPP","TOT","NATUSD","A","2016",0.484535,
"LVA","PPP","TOT","NATUSD","A","2017",0.484537,
"LVA","PPP","TOT","NATUSD","A","2018",0.49048,
"LVA","PPP","TOT","NATUSD","A","2019",0.50172,
"LVA","PPP","TOT","NATUSD","A","2020",0.492246,
"LTU","PPP","TOT","NATUSD","A","2000",0.451723,
"LTU","PPP","TOT","NATUSD","A","2001",0.432875,
"LTU","PPP","TOT","NATUSD","A","2002",0.42073,
"LTU","PPP","TOT","NATUSD","A","2003",0.403992,
"LTU","PPP","TOT","NATUSD","A","2004",0.414041,
"LTU","PPP","TOT","NATUSD","A","2005",0.435163,
"LTU","PPP","TOT","NATUSD","A","2006",0.446252,
"LTU","PPP","TOT","NATUSD","A","2007",0.470195,
"LTU","PPP","TOT","NATUSD","A","2008",0.492829,
"LTU","PPP","TOT","NATUSD","A","2009",0.469393,
"LTU","PPP","TOT","NATUSD","A","2010",0.450377,
"LTU","PPP","TOT","NATUSD","A","2011",0.451921,
"LTU","PPP","TOT","NATUSD","A","2012",0.452657,
"LTU","PPP","TOT","NATUSD","A","2013",0.443347,
"LTU","PPP","TOT","NATUSD","A","2014",0.44262,
"LTU","PPP","TOT","NATUSD","A","2015",0.445858,
"LTU","PPP","TOT","NATUSD","A","2016",0.43844,
"LTU","PPP","TOT","NATUSD","A","2017",0.44272,
"LTU","PPP","TOT","NATUSD","A","2018",0.447121,
"LTU","PPP","TOT","NATUSD","A","2019",0.45323,
"LTU","PPP","TOT","NATUSD","A","2020",0.454672,
"SAU","PPP","TOT","NATUSD","A","2000",0.862343,
"SAU","PPP","TOT","NATUSD","A","2001",0.829939,
"SAU","PPP","TOT","NATUSD","A","2002",0.865684,
"SAU","PPP","TOT","NATUSD","A","2003",0.869589,
"SAU","PPP","TOT","NATUSD","A","2004",0.940417,
"SAU","PPP","TOT","NATUSD","A","2005",1.095774,
"SAU","PPP","TOT","NATUSD","A","2006",1.18667,
"SAU","PPP","TOT","NATUSD","A","2007",1.253109,
"SAU","PPP","TOT","NATUSD","A","2008",1.446642,
"SAU","PPP","TOT","NATUSD","A","2009",1.210103,
"SAU","PPP","TOT","NATUSD","A","2010",1.401801,
"SAU","PPP","TOT","NATUSD","A","2011",1.586354,
"SAU","PPP","TOT","NATUSD","A","2012",1.650197,
"SAU","PPP","TOT","NATUSD","A","2013",1.666466,
"SAU","PPP","TOT","NATUSD","A","2014",1.646281,
"SAU","PPP","TOT","NATUSD","A","2015",1.591297,
"SAU","PPP","TOT","NATUSD","A","2016",1.63892,
"SAU","PPP","TOT","NATUSD","A","2017",1.649027,
"SAU","PPP","TOT","NATUSD","A","2018",1.795691,
"SAU","PPP","TOT","NATUSD","A","2019",1.772778,
"SAU","PPP","TOT","NATUSD","A","2020",1.612697,
"EA19","PPP","TOT","NATUSD","A","2000",0.863686,
"EA19","PPP","TOT","NATUSD","A","2001",0.860614,
"EA19","PPP","TOT","NATUSD","A","2002",0.852016,
"EA19","PPP","TOT","NATUSD","A","2003",0.857877,
"EA19","PPP","TOT","NATUSD","A","2004",0.856019,
"EA19","PPP","TOT","NATUSD","A","2005",0.852717,
"EA19","PPP","TOT","NATUSD","A","2006",0.826353,
"EA19","PPP","TOT","NATUSD","A","2007",0.820202,
"EA19","PPP","TOT","NATUSD","A","2008",0.806163,
"EA19","PPP","TOT","NATUSD","A","2009",0.795024,
"EA19","PPP","TOT","NATUSD","A","2010",0.792931,
"EA19","PPP","TOT","NATUSD","A","2011",0.78045,
"EA19","PPP","TOT","NATUSD","A","2012",0.77417,
"EA19","PPP","TOT","NATUSD","A","2013",0.755544,
"EA19","PPP","TOT","NATUSD","A","2014",0.752027,
"EA19","PPP","TOT","NATUSD","A","2015",0.755255,
"EA19","PPP","TOT","NATUSD","A","2016",0.729729,
"EA19","PPP","TOT","NATUSD","A","2017",0.721085,
"EA19","PPP","TOT","NATUSD","A","2018",0.714192,
"EA19","PPP","TOT","NATUSD","A","2019",0.715927,
"EA19","PPP","TOT","NATUSD","A","2020",0.704463,
"ARG","PPP","TOT","NATUSD","A","2000",0.663416,
"ARG","PPP","TOT","NATUSD","A","2001",0.642064,
"ARG","PPP","TOT","NATUSD","A","2002",0.825195,
"ARG","PPP","TOT","NATUSD","A","2003",0.895181,
"ARG","PPP","TOT","NATUSD","A","2004",1.031788,
"ARG","PPP","TOT","NATUSD","A","2005",1.103858,
"ARG","PPP","TOT","NATUSD","A","2006",1.218661,
"ARG","PPP","TOT","NATUSD","A","2007",1.364085,
"ARG","PPP","TOT","NATUSD","A","2008",1.648101,
"ARG","PPP","TOT","NATUSD","A","2009",1.887154,
"ARG","PPP","TOT","NATUSD","A","2010",2.255571,
"ARG","PPP","TOT","NATUSD","A","2011",2.733128,
"ARG","PPP","TOT","NATUSD","A","2012",3.218154,
"ARG","PPP","TOT","NATUSD","A","2013",3.940967,
"ARG","PPP","TOT","NATUSD","A","2014",5.451964,
"ARG","PPP","TOT","NATUSD","A","2015",6.866548,
"ARG","PPP","TOT","NATUSD","A","2016",9.294966,
"ARG","PPP","TOT","NATUSD","A","2017",10.256822,
"ARG","PPP","TOT","NATUSD","A","2018",14.024082,
"ARG","PPP","TOT","NATUSD","A","2019",20.752961,
"ARG","PPP","TOT","NATUSD","A","2020",28.673797,
"CRI","PPP","TOT","NATUSD","A","2000",144.214227,
"CRI","PPP","TOT","NATUSD","A","2001",154.890735,
"CRI","PPP","TOT","NATUSD","A","2002",167.514856,
"CRI","PPP","TOT","NATUSD","A","2003",182.094963,
"CRI","PPP","TOT","NATUSD","A","2004",201.163504,
"CRI","PPP","TOT","NATUSD","A","2005",220.649121,
"CRI","PPP","TOT","NATUSD","A","2006",242.090086,
"CRI","PPP","TOT","NATUSD","A","2007",260.594583,
"CRI","PPP","TOT","NATUSD","A","2008",284.808581,
"CRI","PPP","TOT","NATUSD","A","2009",310.431036,
"CRI","PPP","TOT","NATUSD","A","2010",327.018289,
"CRI","PPP","TOT","NATUSD","A","2011",334.89666,
"CRI","PPP","TOT","NATUSD","A","2012",343.876659,
"CRI","PPP","TOT","NATUSD","A","2013",347.806785,
"CRI","PPP","TOT","NATUSD","A","2014",353.243788,
"CRI","PPP","TOT","NATUSD","A","2015",353.963974,
"CRI","PPP","TOT","NATUSD","A","2016",343.013617,
"CRI","PPP","TOT","NATUSD","A","2017",340.991882,
"CRI","PPP","TOT","NATUSD","A","2018",327.929007,
"CRI","PPP","TOT","NATUSD","A","2019",326.148451,
"CRI","PPP","TOT","NATUSD","A","2020",317.797646,
"BGR","PPP","TOT","NATUSD","A","2000",0.53603,
"BGR","PPP","TOT","NATUSD","A","2001",0.55596,
"BGR","PPP","TOT","NATUSD","A","2002",0.55829,
"BGR","PPP","TOT","NATUSD","A","2003",0.559829,
"BGR","PPP","TOT","NATUSD","A","2004",0.580245,
"BGR","PPP","TOT","NATUSD","A","2005",0.596498,
"BGR","PPP","TOT","NATUSD","A","2006",0.618228,
"BGR","PPP","TOT","NATUSD","A","2007",0.656434,
"BGR","PPP","TOT","NATUSD","A","2008",0.677676,
"BGR","PPP","TOT","NATUSD","A","2009",0.693197,
"BGR","PPP","TOT","NATUSD","A","2010",0.676937,
"BGR","PPP","TOT","NATUSD","A","2011",0.701071,
"BGR","PPP","TOT","NATUSD","A","2012",0.692818,
"BGR","PPP","TOT","NATUSD","A","2013",0.680005,
"BGR","PPP","TOT","NATUSD","A","2014",0.661229,
"BGR","PPP","TOT","NATUSD","A","2015",0.678702,
"BGR","PPP","TOT","NATUSD","A","2016",0.666662,
"BGR","PPP","TOT","NATUSD","A","2017",0.676279,
"BGR","PPP","TOT","NATUSD","A","2018",0.680862,
"BGR","PPP","TOT","NATUSD","A","2019",0.70377,
"BGR","PPP","TOT","NATUSD","A","2020",0.702816,
"HRV","PPP","TOT","NATUSD","A","2000",3.786983,
"HRV","PPP","TOT","NATUSD","A","2001",3.873841,
"HRV","PPP","TOT","NATUSD","A","2002",3.879356,
"HRV","PPP","TOT","NATUSD","A","2003",3.984034,
"HRV","PPP","TOT","NATUSD","A","2004",4.008066,
"HRV","PPP","TOT","NATUSD","A","2005",4.093482,
"HRV","PPP","TOT","NATUSD","A","2006",3.914096,
"HRV","PPP","TOT","NATUSD","A","2007",3.865543,
"HRV","PPP","TOT","NATUSD","A","2008",3.87238,
"HRV","PPP","TOT","NATUSD","A","2009",3.842562,
"HRV","PPP","TOT","NATUSD","A","2010",3.873511,
"HRV","PPP","TOT","NATUSD","A","2011",3.752616,
"HRV","PPP","TOT","NATUSD","A","2012",3.664153,
"HRV","PPP","TOT","NATUSD","A","2013",3.575104,
"HRV","PPP","TOT","NATUSD","A","2014",3.543476,
"HRV","PPP","TOT","NATUSD","A","2015",3.512389,
"HRV","PPP","TOT","NATUSD","A","2016",3.382,
"HRV","PPP","TOT","NATUSD","A","2017",3.324652,
"HRV","PPP","TOT","NATUSD","A","2018",3.314748,
"HRV","PPP","TOT","NATUSD","A","2019",3.316357,
"HRV","PPP","TOT","NATUSD","A","2020",3.241294,
"CYP","PPP","TOT","NATUSD","A","2000",0.717098,
"CYP","PPP","TOT","NATUSD","A","2001",0.711837,
"CYP","PPP","TOT","NATUSD","A","2002",0.710508,
"CYP","PPP","TOT","NATUSD","A","2003",0.736531,
"CYP","PPP","TOT","NATUSD","A","2004",0.733637,
"CYP","PPP","TOT","NATUSD","A","2005",0.722889,
"CYP","PPP","TOT","NATUSD","A","2006",0.709836,
"CYP","PPP","TOT","NATUSD","A","2007",0.694235,
"CYP","PPP","TOT","NATUSD","A","2008",0.693813,
"CYP","PPP","TOT","NATUSD","A","2009",0.68208,
"CYP","PPP","TOT","NATUSD","A","2010",0.700139,
"CYP","PPP","TOT","NATUSD","A","2011",0.698619,
"CYP","PPP","TOT","NATUSD","A","2012",0.706854,
"CYP","PPP","TOT","NATUSD","A","2013",0.687313,
"CYP","PPP","TOT","NATUSD","A","2014",0.67971,
"CYP","PPP","TOT","NATUSD","A","2015",0.663142,
"CYP","PPP","TOT","NATUSD","A","2016",0.622325,
"CYP","PPP","TOT","NATUSD","A","2017",0.615183,
"CYP","PPP","TOT","NATUSD","A","2018",0.613125,
"CYP","PPP","TOT","NATUSD","A","2019",0.615555,
"CYP","PPP","TOT","NATUSD","A","2020",0.610874,
"MLT","PPP","TOT","NATUSD","A","2000",0.580054,
"MLT","PPP","TOT","NATUSD","A","2001",0.589103,
"MLT","PPP","TOT","NATUSD","A","2002",0.581837,
"MLT","PPP","TOT","NATUSD","A","2003",0.573901,
"MLT","PPP","TOT","NATUSD","A","2004",0.566255,
"MLT","PPP","TOT","NATUSD","A","2005",0.572728,
"MLT","PPP","TOT","NATUSD","A","2006",0.571617,
"MLT","PPP","TOT","NATUSD","A","2007",0.568111,
"MLT","PPP","TOT","NATUSD","A","2008",0.57155,
"MLT","PPP","TOT","NATUSD","A","2009",0.569454,
"MLT","PPP","TOT","NATUSD","A","2010",0.572477,
"MLT","PPP","TOT","NATUSD","A","2011",0.574147,
"MLT","PPP","TOT","NATUSD","A","2012",0.57973,
"MLT","PPP","TOT","NATUSD","A","2013",0.577475,
"MLT","PPP","TOT","NATUSD","A","2014",0.586359,
"MLT","PPP","TOT","NATUSD","A","2015",0.599702,
"MLT","PPP","TOT","NATUSD","A","2016",0.583015,
"MLT","PPP","TOT","NATUSD","A","2017",0.586423,
"MLT","PPP","TOT","NATUSD","A","2018",0.587375,
"MLT","PPP","TOT","NATUSD","A","2019",0.586999,
"MLT","PPP","TOT","NATUSD","A","2020",0.584874,
"PER","PPP","TOT","NATUSD","A","2000",1.353251,
"PER","PPP","TOT","NATUSD","A","2001",1.330234,
"PER","PPP","TOT","NATUSD","A","2002",1.310948,
"PER","PPP","TOT","NATUSD","A","2003",1.310261,
"PER","PPP","TOT","NATUSD","A","2004",1.356026,
"PER","PPP","TOT","NATUSD","A","2005",1.361139,
"PER","PPP","TOT","NATUSD","A","2006",1.422309,
"PER","PPP","TOT","NATUSD","A","2007",1.405748,
"PER","PPP","TOT","NATUSD","A","2008",1.39414,
"PER","PPP","TOT","NATUSD","A","2009",1.412145,
"PER","PPP","TOT","NATUSD","A","2010",1.475595,
"PER","PPP","TOT","NATUSD","A","2011",1.542905,
"PER","PPP","TOT","NATUSD","A","2012",1.598911,
"PER","PPP","TOT","NATUSD","A","2013",1.615967,
"PER","PPP","TOT","NATUSD","A","2014",1.64592,
"PER","PPP","TOT","NATUSD","A","2015",1.714139,
"PER","PPP","TOT","NATUSD","A","2016",1.743377,
"PER","PPP","TOT","NATUSD","A","2017",1.749455,
"PER","PPP","TOT","NATUSD","A","2018",1.742287,
"ROU","PPP","TOT","NATUSD","A","2000",0.61618,
"ROU","PPP","TOT","NATUSD","A","2001",0.813686,
"ROU","PPP","TOT","NATUSD","A","2002",0.978351,
"ROU","PPP","TOT","NATUSD","A","2003",1.176677,
"ROU","PPP","TOT","NATUSD","A","2004",1.268748,
"ROU","PPP","TOT","NATUSD","A","2005",1.401277,
"ROU","PPP","TOT","NATUSD","A","2006",1.399446,
"ROU","PPP","TOT","NATUSD","A","2007",1.487916,
"ROU","PPP","TOT","NATUSD","A","2008",1.566223,
"ROU","PPP","TOT","NATUSD","A","2009",1.567217,
"ROU","PPP","TOT","NATUSD","A","2010",1.537645,
"ROU","PPP","TOT","NATUSD","A","2011",1.550032,
"ROU","PPP","TOT","NATUSD","A","2012",1.563595,
"ROU","PPP","TOT","NATUSD","A","2013",1.606221,
"ROU","PPP","TOT","NATUSD","A","2014",1.628367,
"ROU","PPP","TOT","NATUSD","A","2015",1.662879,
"ROU","PPP","TOT","NATUSD","A","2016",1.596919,
"ROU","PPP","TOT","NATUSD","A","2017",1.613568,
"ROU","PPP","TOT","NATUSD","A","2018",1.667446,
"ROU","PPP","TOT","NATUSD","A","2019",1.713598,
"ROU","PPP","TOT","NATUSD","A","2020",1.704147,
"MKD","PPP","TOT","NATUSD","A","2000",19.946306,
"MKD","PPP","TOT","NATUSD","A","2001",20.501634,
"MKD","PPP","TOT","NATUSD","A","2002",20.015094,
"MKD","PPP","TOT","NATUSD","A","2003",20.100575,
"MKD","PPP","TOT","NATUSD","A","2004",19.261725,
"MKD","PPP","TOT","NATUSD","A","2005",19.293497,
"MKD","PPP","TOT","NATUSD","A","2006",18.88551,
"MKD","PPP","TOT","NATUSD","A","2007",19.513648,
"MKD","PPP","TOT","NATUSD","A","2008",19.263751,
"MKD","PPP","TOT","NATUSD","A","2009",18.364052,
"MKD","PPP","TOT","NATUSD","A","2010",18.730311,
"MKD","PPP","TOT","NATUSD","A","2011",19.289492,
"MKD","PPP","TOT","NATUSD","A","2012",19.003537,
"MKD","PPP","TOT","NATUSD","A","2013",19.105276,
"MKD","PPP","TOT","NATUSD","A","2014",18.995822,
"MKD","PPP","TOT","NATUSD","A","2015",19.440684,
"MKD","PPP","TOT","NATUSD","A","2016",18.958582,
"MKD","PPP","TOT","NATUSD","A","2017",18.970122,
"MKD","PPP","TOT","NATUSD","A","2018",18.972272,
"MKD","PPP","TOT","NATUSD","A","2019",18.9893,
"MKD","PPP","TOT","NATUSD","A","2020",18.891123,
"ZMB","PPP","TOT","NATUSD","A","2000",0.653737,
"ZMB","PPP","TOT","NATUSD","A","2001",0.801751,
"ZMB","PPP","TOT","NATUSD","A","2002",0.942313,
"ZMB","PPP","TOT","NATUSD","A","2003",1.088027,
"ZMB","PPP","TOT","NATUSD","A","2004",1.268403,
"ZMB","PPP","TOT","NATUSD","A","2005",1.434898,
"ZMB","PPP","TOT","NATUSD","A","2006",1.595288,
"ZMB","PPP","TOT","NATUSD","A","2007",1.755055,
"ZMB","PPP","TOT","NATUSD","A","2008",1.904747,
"ZMB","PPP","TOT","NATUSD","A","2009",1.995433,
"ZMB","PPP","TOT","NATUSD","A","2010",2.247623,
"ZMB","PPP","TOT","NATUSD","A","2011",2.446346,
"ZMB","PPP","TOT","NATUSD","A","2012",2.646239,
"ZMB","PPP","TOT","NATUSD","A","2013",2.828945,
"ZMB","PPP","TOT","NATUSD","A","2014",3.06475,
